#1:r  2:H   3:Rho0    4:RhoMean 5:S   6:Tc  7:Te  8:Vr  9:Vphi   10:tauR	11:x	12:s_e	13:B_r	14:B_phi	15:B_z
72.454	9.0327	7.34e-13	6.28e-13	170.09	52.54	20.56	-0.5	349578	0.00e+00	9.65e-13	1.26e+05 2.84e-06	1.06e-02	1.36e-03
74.139	9.2692	7.03e-13	6.01e-13	167.17	51.64	20.48	-0.5	345582	0.00e+00	1.02e-12	1.34e+05 2.85e-06	1.04e-02	1.35e-03
75.864	9.5123	6.73e-13	5.76e-13	164.32	50.76	20.39	-0.5	341631	0.00e+00	1.08e-12	1.43e+05 2.86e-06	1.03e-02	1.34e-03
77.628	9.7619	6.45e-13	5.51e-13	161.51	49.89	20.30	-0.5	337725	0.00e+00	1.14e-12	1.53e+05 2.86e-06	1.01e-02	1.33e-03
79.434	10.0178	6.17e-13	5.28e-13	158.74	49.04	20.21	-0.5	333864	0.00e+00	1.20e-12	1.63e+05 2.87e-06	9.99e-03	1.32e-03
81.282	10.2805	5.91e-13	5.06e-13	156.01	48.20	20.12	-0.5	330048	0.00e+00	1.27e-12	1.74e+05 2.88e-06	9.85e-03	1.31e-03
83.173	10.5501	5.66e-13	4.85e-13	153.35	47.38	20.04	-0.5	326274	0.00e+00	1.34e-12	1.86e+05 2.89e-06	9.70e-03	1.30e-03
85.108	10.8269	5.42e-13	4.64e-13	150.72	46.57	19.95	-0.5	322544	0.00e+00	1.42e-12	1.99e+05 2.90e-06	9.56e-03	1.30e-03
87.087	11.1108	5.19e-13	4.44e-13	148.12	45.78	19.86	-0.5	318857	0.00e+00	1.50e-12	2.12e+05 2.91e-06	9.42e-03	1.29e-03
89.113	11.4026	4.97e-13	4.26e-13	145.59	45.00	19.78	-0.5	315212	0.00e+00	1.58e-12	2.26e+05 2.92e-06	9.28e-03	1.28e-03
91.186	11.7019	4.76e-13	4.08e-13	143.09	44.23	19.69	-0.5	311608	0.00e+00	1.67e-12	2.41e+05 2.93e-06	9.15e-03	1.27e-03
93.308	12.0089	4.56e-13	3.90e-13	140.64	43.48	19.61	-0.5	308046	0.00e+00	1.76e-12	2.57e+05 2.94e-06	9.01e-03	1.26e-03
95.478	12.3243	4.37e-13	3.74e-13	138.22	42.74	19.52	-0.5	304524	0.00e+00	1.86e-12	2.74e+05 2.95e-06	8.87e-03	1.25e-03
97.699	12.6478	4.18e-13	3.58e-13	135.83	42.01	19.44	-0.5	301043	0.00e+00	1.97e-12	2.92e+05 2.95e-06	8.74e-03	1.24e-03
99.972	12.9798	4.01e-13	3.43e-13	133.49	41.30	19.35	-0.5	297601	0.00e+00	2.07e-12	3.11e+05 2.96e-06	8.61e-03	1.23e-03
102.298	13.3209	3.84e-13	3.28e-13	131.20	40.60	19.27	-0.5	294199	0.00e+00	2.19e-12	3.32e+05 2.97e-06	8.48e-03	1.22e-03
104.677	13.6710	3.67e-13	3.14e-13	128.94	39.91	19.19	-0.5	290836	0.00e+00	2.31e-12	3.53e+05 2.98e-06	8.35e-03	1.21e-03
107.112	14.0304	3.52e-13	3.01e-13	126.71	39.23	19.10	-0.5	287511	0.00e+00	2.43e-12	3.76e+05 2.99e-06	8.22e-03	1.20e-03
109.604	14.3993	3.37e-13	2.88e-13	124.53	38.57	19.02	-0.5	284224	0.00e+00	2.57e-12	4.01e+05 3.00e-06	8.09e-03	1.19e-03
112.154	14.7780	3.23e-13	2.76e-13	122.36	37.92	18.94	-0.5	280975	0.00e+00	2.71e-12	4.27e+05 3.01e-06	7.96e-03	1.18e-03
114.763	15.1674	3.09e-13	2.64e-13	120.26	37.28	18.85	-0.5	277763	0.00e+00	2.85e-12	4.54e+05 3.02e-06	7.84e-03	1.17e-03
117.432	15.5668	2.96e-13	2.53e-13	118.17	36.65	18.77	-0.5	274587	0.00e+00	3.01e-12	4.84e+05 3.03e-06	7.72e-03	1.16e-03
120.164	15.9763	2.83e-13	2.42e-13	116.12	36.03	18.69	-0.5	271448	0.00e+00	3.17e-12	5.15e+05 3.04e-06	7.59e-03	1.15e-03
122.959	16.3975	2.71e-13	2.32e-13	114.11	35.43	18.61	-0.5	268345	0.00e+00	3.34e-12	5.48e+05 3.05e-06	7.47e-03	1.14e-03
125.820	16.8296	2.60e-13	2.22e-13	112.12	34.83	18.53	-0.5	265277	0.00e+00	3.52e-12	5.83e+05 3.06e-06	7.36e-03	1.13e-03
128.746	17.2736	2.48e-13	2.13e-13	110.17	34.25	18.45	-0.5	262244	0.00e+00	3.71e-12	6.20e+05 3.07e-06	7.24e-03	1.12e-03
131.741	17.7290	2.38e-13	2.04e-13	108.25	33.67	18.37	-0.5	259246	0.00e+00	3.91e-12	6.60e+05 3.08e-06	7.12e-03	1.11e-03
134.806	18.1971	2.28e-13	1.95e-13	106.36	33.11	18.28	-0.5	256283	0.00e+00	4.12e-12	7.02e+05 3.09e-06	7.01e-03	1.10e-03
137.942	18.6783	2.18e-13	1.86e-13	104.50	32.56	18.20	-0.5	253353	0.00e+00	4.34e-12	7.46e+05 3.10e-06	6.89e-03	1.09e-03
141.151	19.1712	2.09e-13	1.78e-13	102.66	32.01	18.12	-0.5	250456	0.00e+00	4.57e-12	7.93e+05 3.11e-06	6.78e-03	1.08e-03
144.434	19.6789	2.00e-13	1.71e-13	100.87	31.48	18.04	-0.5	247593	0.00e+00	4.81e-12	8.44e+05 3.12e-06	6.67e-03	1.07e-03
147.794	20.1991	1.91e-13	1.64e-13	99.09	30.96	17.96	-0.5	244763	0.00e+00	5.06e-12	8.97e+05 3.12e-06	6.56e-03	1.06e-03
151.232	20.7342	1.83e-13	1.56e-13	97.34	30.44	17.88	-0.5	241965	0.00e+00	5.33e-12	9.53e+05 3.13e-06	6.45e-03	1.05e-03
154.750	21.2836	1.75e-13	1.50e-13	95.62	29.94	17.80	-0.5	239198	0.00e+00	5.62e-12	1.01e+06 3.14e-06	6.35e-03	1.04e-03
158.350	21.8481	1.67e-13	1.43e-13	93.93	29.45	17.73	-0.5	236464	0.00e+00	5.91e-12	1.08e+06 3.15e-06	6.24e-03	1.03e-03
162.034	22.4275	1.60e-13	1.37e-13	92.27	28.96	17.65	-0.4	233761	0.00e+00	6.23e-12	1.14e+06 3.16e-06	6.14e-03	1.02e-03
165.803	23.0233	1.53e-13	1.31e-13	90.63	28.48	17.57	-0.4	231088	0.00e+00	6.56e-12	1.22e+06 3.17e-06	6.04e-03	1.01e-03
169.660	23.6348	1.47e-13	1.26e-13	89.01	28.02	17.49	-0.4	228446	0.00e+00	6.90e-12	1.29e+06 3.18e-06	5.94e-03	1.01e-03
173.607	24.2644	1.40e-13	1.20e-13	87.43	27.56	17.41	-0.4	225835	0.00e+00	7.26e-12	1.37e+06 3.19e-06	5.84e-03	9.96e-04
177.645	24.9107	1.34e-13	1.15e-13	85.86	27.11	17.33	-0.4	223253	0.00e+00	7.65e-12	1.46e+06 3.20e-06	5.74e-03	9.86e-04
181.778	25.5744	1.28e-13	1.10e-13	84.31	26.67	17.25	-0.4	220701	0.00e+00	8.05e-12	1.55e+06 3.21e-06	5.64e-03	9.77e-04
186.006	26.2566	1.23e-13	1.05e-13	82.80	26.24	17.17	-0.4	218178	0.00e+00	8.47e-12	1.65e+06 3.23e-06	5.55e-03	9.67e-04
190.333	26.9581	1.17e-13	1.01e-13	81.30	25.82	17.10	-0.4	215683	0.00e+00	8.92e-12	1.75e+06 3.24e-06	5.45e-03	9.58e-04
194.761	27.6786	1.12e-13	9.61e-14	79.83	25.40	17.02	-0.4	213218	0.00e+00	9.39e-12	1.86e+06 3.25e-06	5.36e-03	9.48e-04
199.292	28.4196	1.07e-13	9.19e-14	78.38	24.99	16.94	-0.4	210780	0.00e+00	9.88e-12	1.97e+06 3.26e-06	5.27e-03	9.39e-04
203.928	29.1811	1.03e-13	8.79e-14	76.95	24.59	16.86	-0.4	208370	0.00e+00	1.04e-11	2.09e+06 3.27e-06	5.18e-03	9.29e-04
208.671	29.9645	9.82e-14	8.40e-14	75.54	24.20	16.78	-0.4	205988	0.00e+00	1.10e-11	2.22e+06 3.28e-06	5.09e-03	9.20e-04
213.526	30.7698	9.39e-14	8.03e-14	74.15	23.82	16.71	-0.4	203633	0.00e+00	1.15e-11	2.36e+06 3.29e-06	5.00e-03	9.11e-04
218.493	31.5976	8.97e-14	7.68e-14	72.79	23.44	16.63	-0.4	201305	0.00e+00	1.21e-11	2.51e+06 3.30e-06	4.91e-03	9.02e-04
223.575	32.4488	8.58e-14	7.34e-14	71.44	23.08	16.55	-0.4	199004	0.00e+00	1.28e-11	2.66e+06 3.31e-06	4.83e-03	8.92e-04
228.776	33.3242	8.20e-14	7.01e-14	70.12	22.72	16.48	-0.4	196729	0.00e+00	1.34e-11	2.83e+06 3.32e-06	4.75e-03	8.83e-04
234.098	34.2245	7.83e-14	6.70e-14	68.81	22.36	16.40	-0.4	194480	0.00e+00	1.42e-11	3.00e+06 3.33e-06	4.66e-03	8.74e-04
239.544	35.1496	7.48e-14	6.40e-14	67.52	22.02	16.32	-0.4	192257	0.00e+00	1.49e-11	3.19e+06 3.34e-06	4.58e-03	8.65e-04
245.116	36.1026	7.15e-14	6.12e-14	66.25	21.68	16.24	-0.4	190059	0.00e+00	1.57e-11	3.38e+06 3.35e-06	4.50e-03	8.56e-04
250.818	37.0821	6.83e-14	5.84e-14	65.00	21.34	16.17	-0.4	187886	0.00e+00	1.65e-11	3.59e+06 3.36e-06	4.42e-03	8.47e-04
256.653	38.0904	6.52e-14	5.58e-14	63.77	21.02	16.09	-0.4	185738	0.00e+00	1.74e-11	3.81e+06 3.37e-06	4.35e-03	8.38e-04
262.623	39.1270	6.23e-14	5.33e-14	62.55	20.70	16.01	-0.4	183615	0.00e+00	1.83e-11	4.05e+06 3.38e-06	4.27e-03	8.29e-04
268.733	40.1944	5.95e-14	5.09e-14	61.36	20.39	15.93	-0.4	181516	0.00e+00	1.93e-11	4.30e+06 3.39e-06	4.19e-03	8.20e-04
274.984	41.2922	5.68e-14	4.86e-14	60.18	20.08	15.86	-0.4	179440	0.00e+00	2.03e-11	4.56e+06 3.40e-06	4.12e-03	8.11e-04
281.381	42.4215	5.42e-14	4.64e-14	59.01	19.78	15.78	-0.4	177389	0.00e+00	2.14e-11	4.84e+06 3.41e-06	4.05e-03	8.03e-04
287.926	43.5850	5.17e-14	4.43e-14	57.87	19.49	15.70	-0.4	175361	0.00e+00	2.25e-11	5.14e+06 3.42e-06	3.97e-03	7.94e-04
294.624	44.7824	4.94e-14	4.22e-14	56.74	19.21	15.63	-0.4	173356	0.00e+00	2.37e-11	5.46e+06 3.43e-06	3.90e-03	7.85e-04
301.478	46.0148	4.71e-14	4.03e-14	55.63	18.93	15.55	-0.4	171375	0.00e+00	2.50e-11	5.80e+06 3.44e-06	3.83e-03	7.76e-04
308.491	47.2834	4.49e-14	3.84e-14	54.53	18.65	15.47	-0.4	169415	0.00e+00	2.63e-11	6.15e+06 3.45e-06	3.77e-03	7.68e-04
315.667	48.5917	4.29e-14	3.67e-14	53.45	18.39	15.39	-0.4	167479	0.00e+00	2.77e-11	6.53e+06 3.46e-06	3.70e-03	7.59e-04
323.010	49.9370	4.09e-14	3.50e-14	52.39	18.12	15.32	-0.4	165564	0.00e+00	2.92e-11	6.94e+06 3.47e-06	3.63e-03	7.51e-04
330.524	51.3207	3.90e-14	3.33e-14	51.33	17.87	15.24	-0.4	163671	0.00e+00	3.08e-11	7.37e+06 3.48e-06	3.57e-03	7.42e-04
338.213	52.7483	3.71e-14	3.18e-14	50.30	17.62	15.16	-0.4	161800	0.00e+00	3.24e-11	7.82e+06 3.49e-06	3.50e-03	7.34e-04
346.081	54.2195	3.54e-14	3.03e-14	49.28	17.37	15.08	-0.4	159950	0.00e+00	3.42e-11	8.30e+06 3.50e-06	3.44e-03	7.26e-04
354.132	55.7311	3.37e-14	2.89e-14	48.27	17.13	15.01	-0.4	158122	0.00e+00	3.60e-11	8.82e+06 3.51e-06	3.38e-03	7.17e-04
362.369	57.2917	3.22e-14	2.75e-14	47.29	16.90	14.93	-0.4	156314	0.00e+00	3.80e-11	9.36e+06 3.52e-06	3.32e-03	7.09e-04
370.799	58.8983	3.06e-14	2.62e-14	46.31	16.67	14.85	-0.4	154527	0.00e+00	4.00e-11	9.94e+06 3.53e-06	3.26e-03	7.01e-04
379.425	60.5552	2.92e-14	2.50e-14	45.36	16.44	14.77	-0.4	152761	0.00e+00	4.22e-11	1.06e+07 3.54e-06	3.20e-03	6.93e-04
388.251	62.2587	2.78e-14	2.38e-14	44.41	16.22	14.70	-0.4	151014	0.00e+00	4.45e-11	1.12e+07 3.55e-06	3.14e-03	6.85e-04
397.283	64.0161	2.65e-14	2.26e-14	43.47	16.01	14.62	-0.4	149288	0.00e+00	4.70e-11	1.19e+07 3.56e-06	3.08e-03	6.77e-04
406.525	65.8296	2.52e-14	2.16e-14	42.56	15.80	14.54	-0.4	147581	0.00e+00	4.95e-11	1.26e+07 3.57e-06	3.03e-03	6.69e-04
415.981	67.6950	2.40e-14	2.05e-14	41.66	15.59	14.46	-0.4	145894	0.00e+00	5.23e-11	1.34e+07 3.58e-06	2.97e-03	6.61e-04
425.658	69.6208	2.28e-14	1.95e-14	40.77	15.39	14.39	-0.4	144226	0.00e+00	5.51e-11	1.43e+07 3.59e-06	2.92e-03	6.53e-04
435.560	71.6023	2.17e-14	1.86e-14	39.90	15.20	14.31	-0.4	142577	0.00e+00	5.82e-11	1.52e+07 3.60e-06	2.86e-03	6.45e-04
445.692	73.6487	2.06e-14	1.77e-14	39.03	15.01	14.23	-0.4	140947	0.00e+00	6.14e-11	1.61e+07 3.60e-06	2.81e-03	6.37e-04
456.060	75.7560	1.96e-14	1.68e-14	38.19	14.82	14.15	-0.4	139336	0.00e+00	6.48e-11	1.71e+07 3.61e-06	2.76e-03	6.29e-04
466.669	77.9282	1.87e-14	1.60e-14	37.35	14.64	14.07	-0.4	137743	0.00e+00	6.84e-11	1.82e+07 3.62e-06	2.71e-03	6.22e-04
477.525	80.1689	1.78e-14	1.52e-14	36.53	14.46	14.00	-0.4	136168	0.00e+00	7.22e-11	1.93e+07 3.63e-06	2.66e-03	6.14e-04
488.633	82.4785	1.69e-14	1.44e-14	35.73	14.28	13.92	-0.4	134612	0.00e+00	7.63e-11	2.05e+07 3.64e-06	2.61e-03	6.07e-04
500.000	84.8616	1.60e-14	1.37e-14	34.93	14.11	13.84	-0.4	133073	0.00e+00	8.05e-11	2.18e+07 3.65e-06	2.56e-03	5.99e-04
